5.5 LINK ID,ITS LINK ID,도로등급,도로명,권역,연장(km),차선수,0~1시,1~2시,2~3시,3~4시,4~5시,5~6시,6~7시,7~8시,8~9시,9~10시,10~11시,11~12시,12~13시,13~14시,14~15시,15~16시,16~17시,17~18시,18~19시,19~20시,20~21시,21~22시,22~23시,23~24시
1064877,"105,000,740,510,500,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,답십리로,서울특별시 동대문구,0.471,6,27,27,29,28,27,27,25,21,21,20,18,19,19,19,19,19,19,19,24,25,25,21,23,26
1064878,"10,500,071,031,050,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,답십리로,서울특별시 동대문구,0.785,4,36,37,38,37,33,36,33,32,28,28,29,28,27,26,24,23,21,20,24,28,31,26,29,33
1064879,"1,050,009,201,105,000,000,000,000,000,000,000,000,000",특별광역시도,전농로,서울특별시 동대문구,0.504,5,34,35,38,39,33,34,33,30,30,29,28,28,29,29,28,27,27,27,26,28,29,29,29,33
1064880,"1,050,004,901,105,000,000,000,000,000,000,000,000,000",특별광역시도,전농로,서울특별시 동대문구,0.799,4,25,26,27,27,23,25,24,23,21,22,20,21,21,20,20,20,20,20,21,21,21,22,21,20
1064881,"10,500,048,011,050,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,황물로,서울특별시 동대문구,0.732,4,29,32,31,31,25,29,21,20,19,19,18,18,19,20,19,20,21,23,24,25,25,26,26,29
1064882,"1,050,005,001,105,000,000,000,000,000,000,000,000,000",특별광역시도,전농로,서울특별시 동대문구,0.799,4,33,35,36,33,30,34,30,31,30,28,27,26,25,25,25,24,24,23,22,24,26,29,32,34
1064883,1050003900,특별광역시도,전농로,서울특별시 동대문구,0.111,5,16,18,19,14,13,16,17,20,18,18,16,16,17,16,16,16,16,13,16,16,17,13,14,15
1064884,"10,500,586,001,030,000,000",특별광역시도,천호대로,서울특별시 동대문구,0.212,9,52,52,52,52,49,51,47,41,38,38,38,38,38,37,37,37,36,37,38,41,43,45,48,50
1064885,"1,050,004,601,105,000,000,000,000,000,000,000,000,000",특별광역시도,천호대로,서울특별시 동대문구,0.437,9,54,55,55,54,52,53,50,43,42,40,38,39,41,39,39,39,40,41,42,45,46,48,50,53
1064886,"10,500,121,021,050,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,전농로,서울특별시 동대문구,0.773,4,31,31,32,31,28,30,31,29,29,28,29,29,29,28,27,26,24,24,23,28,29,27,28,28
1064887,"1,050,014,601,105,000,000,000,000,000,000,000,000,000",특별광역시도,전농로,서울특별시 동대문구,0.307,5,33,33,34,35,31,35,28,25,24,25,25,26,26,25,24,24,24,24,22,24,25,26,27,29
1064889,1050013600,특별광역시도,약령시로,서울특별시 동대문구,0.452,2,30,30,35,35,26,37,29,29,41,32,27,28,28,25,26,24,24,21,21,23,25,30,25,21
1064895,"105,001,500,010,500,000,000,000,000,000",특별광역시도,고산자로,서울특별시 동대문구,0.405,6,36,36,36,36,25,35,24,24,23,23,23,23,24,24,23,23,22,21,21,21,21,22,23,23
1064896,"105,001,370,210,500,000,000,000,000,000",특별광역시도,약령시로,서울특별시 동대문구,0.263,4,22,22,24,20,16,20,18,19,18,17,17,17,17,16,16,16,15,16,18,19,20,20,19,19
1064898,1050013600,특별광역시도,약령시로,서울특별시 동대문구,0.049,2,13,12,14,14,15,13,15,16,14,14,13,12,12,11,12,10,10,10,9,10,11,12,11,13
1064899,1050013500,특별광역시도,약령시로,서울특별시 동대문구,0.452,2,62,54,66,59,22,37,38,42,52,55,63,61,70,53,83,76,88,85,63,71,76,63,48,26
1064900,1050013500,특별광역시도,약령시로,서울특별시 동대문구,0.049,2,26,26,26,26,20,23,17,18,16,17,18,19,20,19,18,18,17,17,20,19,18,22,21,22
1064901,"105,001,360,010,500,000,000,000,000,000",특별광역시도,약령시로,서울특별시 동대문구,0.263,4,23,23,24,23,20,22,21,19,20,19,19,18,18,17,17,16,16,14,16,18,20,19,20,21
1064902,1050044500,특별광역시도,안암로,서울특별시 동대문구,0.033,1,24,24,25,24,23,24,22,24,23,23,22,22,22,21,22,21,21,20,19,20,20,20,21,22
1064903,1050044400,특별광역시도,약령시로,서울특별시 동대문구,0.052,1,24,24,24,25,24,24,23,22,21,22,21,21,20,21,21,20,20,19,18,19,19,19,20,21
1064904,"1,070,003,402,107,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,안암로,서울특별시 동대문구,0.469,5,36,37,38,37,38,37,38,35,33,33,33,33,32,31,28,28,26,23,19,24,28,29,31,34
1064905,1070003301,특별광역시도,안암로,서울특별시 동대문구,0.04,5,22,22,20,22,24,22,29,29,28,27,27,27,26,26,26,25,24,24,23,23,24,23,24,21
1064906,"107,000,220,010,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,안암로,서울특별시 성북구,0.742,5,35,36,37,37,36,35,34,34,34,33,31,31,30,29,29,28,28,26,24,28,29,30,30,32
1064907,"1,030,019,504,103,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,마장로,서울특별시 성동구,0.941,4,33,33,32,32,30,31,26,17,14,15,16,20,23,22,21,22,21,22,22,24,25,26,27,30
1064908,"10,100,180,001,010,000,000",특별광역시도,마장로,서울특별시 중구,0.2,4,17,17,17,17,16,15,18,17,16,15,14,14,14,14,13,12,12,11,11,12,14,15,16,16
1064909,"1,030,016,706,103,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,고산자로,서울특별시 성동구,0.361,6,38,39,40,40,35,37,32,26,28,29,30,31,32,31,31,31,31,31,31,33,32,33,33,35
1064910,"1,030,047,200,103,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,마장로,서울특별시 성동구,0.941,4,31,34,35,35,32,34,30,28,26,26,25,25,24,23,23,21,19,18,18,23,26,27,27,30
1064911,"101,001,860,210,100,000,000,000,000,000",특별광역시도,마장로,서울특별시 중구,0.671,2,26,27,27,28,27,28,25,18,11,14,15,16,19,19,18,19,20,21,23,22,22,24,25,24
1064912,"1,010,019,201,101,000,000,000,000,000,000,000,000,000",특별광역시도,다산로,서울특별시 중구,0.183,6,17,17,16,16,19,17,22,24,23,22,22,20,18,20,20,17,16,14,14,14,20,20,21,21
1064913,"1,010,015,903,101,000,000,000,000,000,000,000,000,000",특별광역시도,다산로,서울특별시 중구,0.299,4,21,22,23,23,23,23,26,15,14,12,13,11,11,11,9,9,8,9,13,19,17,22,25,28
1064914,"101,001,850,110,100,000,000,000,000,000",특별광역시도,마장로,서울특별시 중구,0.671,2,25,26,26,27,24,25,24,22,19,18,16,15,13,14,12,9,9,9,10,15,21,22,23,24
1064915,"10,100,179,001,010,000,000",특별광역시도,마장로,서울특별시 중구,0.2,4,20,19,20,21,24,20,28,29,29,28,28,28,28,28,27,27,27,27,27,25,23,24,24,22
1064916,1010018702,특별광역시도,마장로,서울특별시 중구,0.056,3,21,22,21,21,25,22,27,26,24,23,22,21,20,20,20,21,21,22,20,20,21,19,19,21
1064917,1010018801,특별광역시도,마장로,서울특별시 중구,0.056,3,24,23,26,25,26,25,29,27,28,27,26,26,25,25,25,25,25,26,25,25,23,23,23,24
1064918,1010018702,특별광역시도,장충단로,서울특별시 중구,0.054,1,28,29,30,28,34,32,36,29,26,24,24,22,21,21,20,20,20,18,15,17,24,23,24,26
1064919,1010018801,특별광역시도,마장로,서울특별시 중구,0.063,1,20,21,23,23,24,24,26,23,21,20,19,19,18,19,18,17,17,17,16,16,16,16,17,19
1064920,"1,030,013,400,103,000,000,000,000,000,000,000,000,000",특별광역시도,행당로,서울특별시 성동구,0.484,4,24,24,23,25,22,24,22,22,20,20,20,20,20,20,20,19,19,19,19,19,20,21,22,22
1064921,"10,300,137,021,030,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,고산자로,서울특별시 성동구,0.43,6,43,35,35,36,38,32,29,27,34,32,27,29,28,26,26,25,25,29,32,35,35,35,36,40
1064922,1030015201,특별광역시도,고산자로,서울특별시 성동구,0.157,6,51,52,53,54,51,52,48,45,40,39,41,39,40,39,39,37,37,31,25,33,42,44,44,47
1064923,"10,300,129,021,030,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,난계로,서울특별시 성동구,0.379,4,40,40,41,40,40,41,39,38,37,38,38,38,38,38,38,37,38,38,38,38,38,38,38,41
1064924,"1,030,013,300,103,000,000,000,000,000,000,000,000,000",특별광역시도,행당로,서울특별시 성동구,0.484,4,25,26,26,25,26,26,21,19,19,19,19,21,21,20,20,19,19,20,21,22,22,23,23,24
1064925,"103,001,280,110,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,금호로,서울특별시 성동구,0.536,3,31,33,33,31,30,31,30,31,28,31,29,29,31,31,30,30,29,29,29,30,30,28,22,24
1064926,"103,001,270,110,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,금호로,서울특별시 성동구,0.536,3,25,26,26,26,27,26,31,33,31,29,25,24,29,30,29,29,29,27,27,27,28,25,25,27
1064927,"10,300,130,021,030,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,난계로,서울특별시 성동구,0.379,4,27,27,29,29,27,28,28,26,24,23,23,22,22,22,21,19,19,16,13,13,20,22,24,25
1064928,"101,000,610,310,100,000,000,000,000,000",특별광역시도,청구로,서울특별시 중구,0.644,2,28,28,29,28,26,27,24,23,22,22,22,21,21,21,20,18,16,15,15,19,22,23,24,25
1064929,"1,010,006,801,101,000,000,000,000,000,000,000,000,000",특별광역시도,다산로,서울특별시 중구,0.606,5,39,41,41,42,40,42,38,28,23,23,22,23,23,22,20,20,17,18,16,14,19,25,27,31
1064930,"101,000,620,110,100,000,000,000,000,000",특별광역시도,청구로,서울특별시 중구,0.644,2,28,29,27,30,26,30,24,24,22,22,23,23,22,23,21,21,20,20,20,21,22,23,24,24
1064931,1010006203,특별광역시도,퇴계로,서울특별시 중구,0.036,1,29,29,31,35,30,35,28,32,28,28,26,28,28,28,27,26,25,24,24,24,27,30,28,30
1064932,1010006103,특별광역시도,청구로,서울특별시 중구,0.028,1,21,21,21,21,23,21,22,20,19,20,20,20,19,20,19,19,19,19,18,19,19,20,20,20
1064933,1010010403,특별광역시도,퇴계로,서울특별시 중구,0.035,6,42,43,42,42,41,44,43,43,44,42,41,39,40,40,37,34,33,30,26,34,39,40,43,44
1064934,1010010302,특별광역시도,퇴계로,서울특별시 중구,0.035,6,38,39,42,43,42,43,41,39,40,40,37,37,38,39,39,38,33,34,36,35,33,36,36,40
1064935,"104,000,510,310,400,000,000,000,000,000",일반국도,동일로,서울특별시 광진구,0.436,6,48,48,48,48,44,46,42,35,26,36,38,41,43,43,43,43,44,44,45,45,45,45,44,47
1064936,"10,400,054,011,040,000,000,000,000,000,000,000,000,000,000,000,000",일반국도,동일로,서울특별시 광진구,0.895,6,41,42,42,42,48,41,45,42,39,38,37,35,36,35,33,29,26,18,12,17,29,33,31,36
1064937,"10,400,152,021,040,000,000",특별광역시도,능동로,서울특별시 광진구,0.625,4,25,26,29,27,21,26,19,14,13,17,17,20,18,17,17,17,16,18,18,19,18,22,25,23
1064938,"10,400,162,001,040,000,000",특별광역시도,긴고랑로,서울특별시 광진구,0.314,4,23,23,23,25,23,24,20,20,20,20,20,20,20,20,19,19,17,15,12,16,17,19,20,21
1064939,"10,400,169,011,040,000,000",특별광역시도,면목로,서울특별시 광진구,0.972,2,25,25,26,27,27,30,22,19,19,18,19,18,18,20,19,17,18,17,18,18,20,21,22,23
1064940,1040015600,특별광역시도,면목로,서울특별시 광진구,0.611,2,27,28,28,30,23,29,20,15,14,17,19,20,20,19,21,20,18,19,18,19,19,21,22,23
1064941,"10,400,163,001,040,000,000",특별광역시도,긴고랑로,서울특별시 광진구,0.314,4,28,28,27,28,22,26,22,22,24,23,22,24,23,21,22,22,22,23,23,24,23,23,24,26
1064942,"1,040,035,900,104,000,000,000,000,000,000,000,000,000",특별광역시도,영화사로,서울특별시 광진구,0.837,2,22,22,23,30,20,26,21,20,18,19,20,20,20,19,19,18,17,16,17,19,22,22,22,23
1064943,"1,040,036,500,104,000,000,000,000,000,000,000,000,000",특별광역시도,영화사로,서울특별시 광진구,0.837,2,26,30,25,25,25,28,26,22,22,24,23,24,23,23,23,23,25,27,29,28,27,28,27,26
1064944,"104,003,630,010,400,000,000,000,000,000",특별광역시도,자양로,서울특별시 광진구,0.579,2,22,23,23,23,21,22,19,16,14,16,17,17,17,17,16,17,17,17,18,17,18,18,19,20
1064945,"104,003,540,010,400,000,000,000,000,000",특별광역시도,자양로,서울특별시 광진구,0.579,2,26,26,27,28,25,28,24,22,21,21,21,21,21,21,20,20,21,21,21,19,21,21,22,24
1064946,"104,001,270,010,400,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,광나루로,서울특별시 광진구,0.875,6,33,33,35,35,35,33,38,23,15,18,22,26,30,29,26,25,23,20,22,24,26,27,35,34
1064947,"10,400,096,021,040,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,구의강변로,서울특별시 광진구,0.343,4,26,28,29,30,24,28,23,23,22,23,23,23,23,23,22,22,23,22,21,21,22,21,23,25
1064948,"1,040,006,501,104,000,000,000,000,000,000,000,000,000",특별광역시도,뚝섬로,서울특별시 광진구,0.926,2,22,22,21,21,20,23,19,18,17,17,17,17,17,17,17,16,16,15,15,16,17,18,18,19
1064949,"1,040,000,303,104,000,000,000,000,000,000,000,000,000",일반국도,자양로,서울특별시 광진구,0.274,6,45,47,49,49,41,45,40,37,35,36,37,38,37,37,36,35,34,36,35,36,36,36,37,41
1064950,"1,040,007,600,104,000,000,000,000,000,000,000,000,000",특별광역시도,뚝섬로,서울특별시 광진구,0.926,2,23,22,26,25,20,23,19,15,13,13,15,16,17,16,15,15,15,16,16,17,18,18,18,19
1064951,"10,400,097,021,040,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,구의강변로,서울특별시 광진구,0.343,4,21,20,25,22,19,25,18,17,17,15,20,20,19,21,20,18,19,19,15,16,15,17,20,21
1064953,"10,400,107,021,040,000,000",특별광역시도,아차산로,서울특별시 광진구,0.208,4,25,25,25,25,26,26,21,18,15,16,16,16,16,16,14,13,12,10,9,11,15,17,18,20
1064954,"104,000,590,310,400,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,뚝섬로,서울특별시 광진구,0.917,2,22,27,27,28,22,28,19,19,18,17,17,16,16,17,16,16,16,17,16,17,17,17,18,19
1064955,"10,300,049,011,030,000,000",특별광역시도,뚝섬로,서울특별시 성동구,0.366,4,17,18,17,17,16,18,15,16,21,16,16,17,18,17,17,17,17,18,19,20,21,21,22,16
1064956,1040008100,특별광역시도,뚝섬로,서울특별시 광진구,0.022,4,15,15,16,16,16,17,19,20,20,19,19,18,18,18,17,19,19,19,18,18,18,19,15,15
1064957,"104,000,660,010,400,000,000,000,000,000",특별광역시도,뚝섬로,서울특별시 광진구,0.664,4,23,25,26,25,23,26,22,19,19,21,20,20,20,19,20,19,19,19,18,18,19,20,22,23
1064958,1040006600,특별광역시도,뚝섬로,서울특별시 광진구,0.022,4,24,24,23,25,24,24,24,23,23,24,26,26,26,26,26,26,26,26,26,25,25,25,25,25
1064959,1040008100,특별광역시도,뚝섬로,서울특별시 광진구,0.655,4,19,20,20,20,19,19,18,14,11,11,12,13,15,14,13,14,13,15,15,16,16,14,16,17
1064960,"10,400,014,011,040,000,000",일반국도,동일로,서울특별시 광진구,0.241,2,43,45,45,45,40,45,38,37,36,36,35,34,34,31,31,31,32,33,32,34,36,38,39,38
1064961,1040008000,특별광역시도,뚝섬로,서울특별시 광진구,0.655,4,24,24,24,25,26,24,23,23,23,20,18,17,18,18,17,17,16,14,11,13,17,18,19,21
1064962,"10,300,001,081,030,000,000",일반국도,동일로,서울특별시 성동구,0.083,3,35,37,38,38,33,36,29,21,16,18,23,25,25,23,21,18,16,14,15,23,26,26,29,31
1064963,"10,300,032,021,030,000,000",특별광역시도,뚝섬로,서울특별시 성동구,0.572,4,26,28,27,29,25,28,24,23,19,19,17,16,17,16,15,15,14,15,16,18,22,22,22,23
1064964,"104,000,670,010,400,000,000,000,000,000",특별광역시도,뚝섬로,서울특별시 광진구,0.664,4,19,19,20,21,18,20,19,18,16,16,18,18,18,18,17,18,17,18,18,18,18,19,18,19
1064965,"104,000,580,110,400,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,뚝섬로,서울특별시 광진구,0.917,2,23,30,29,30,22,28,20,20,18,18,18,17,17,17,16,17,17,17,17,17,18,18,20,22
1064966,"1,030,008,503,103,000,000,000,000,000,000,000,000,000",특별광역시도,성수이로,서울특별시 성동구,0.511,4,28,29,29,29,27,28,26,25,23,23,24,24,22,22,23,23,23,23,21,23,24,25,25,27
1064967,"1,030,008,601,103,000,000,000,000,000,000,000,000,000",특별광역시도,성수이로,서울특별시 성동구,0.511,4,27,27,29,27,27,26,25,25,22,22,22,22,21,21,21,21,21,20,19,22,23,24,25,26
1064968,"103,001,010,110,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,광나루로,서울특별시 성동구,0.818,6,34,40,41,42,39,40,38,35,34,31,27,27,29,26,22,20,19,12,9,20,30,33,36,38
1064969,"1,030,010,800,103,000,000,000,000,000,000,000,000,000",특별광역시도,광나루로,서울특별시 성동구,0.593,6,46,43,45,44,38,45,41,41,37,32,29,30,30,29,29,29,29,29,38,41,41,42,42,44
1064971,"1,030,007,603,103,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,아차산로,서울특별시 성동구,0.641,6,31,32,33,34,31,32,29,24,23,22,20,20,20,19,17,17,17,17,18,21,21,22,23,27
1064972,"10,300,053,021,030,000,000",특별광역시도,성수이로,서울특별시 성동구,0.631,2,20,23,21,24,25,21,21,21,18,16,15,14,15,13,12,13,13,13,14,16,16,18,17,21
1064973,"10,300,054,011,030,000,000",특별광역시도,성수이로,서울특별시 성동구,0.631,2,26,25,25,31,28,26,25,25,22,21,20,20,19,18,18,19,19,18,19,20,20,21,22,24
1064974,"10,300,031,011,030,000,000",특별광역시도,뚝섬로,서울특별시 성동구,0.572,4,32,34,34,35,32,34,30,25,23,21,23,23,24,22,19,16,12,10,10,22,25,25,28,30
1064975,"103,000,420,510,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,뚝섬로,서울특별시 성동구,0.632,4,21,23,23,25,20,23,19,25,21,24,24,22,21,21,20,19,19,19,17,21,23,21,22,20
1064976,"1,030,012,104,103,000,000,000,000,000,000,000,000,000",특별광역시도,광나루로,서울특별시 성동구,0.593,6,41,49,50,51,48,49,49,42,40,31,21,21,21,20,20,20,20,20,34,38,39,40,43,44
1064977,"10,300,122,031,030,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,광나루로,서울특별시 성동구,0.66,6,49,47,46,49,44,47,43,42,40,35,31,31,34,32,29,29,28,26,18,30,41,42,43,45
1064978,"1,030,007,501,103,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,아차산로,서울특별시 성동구,0.641,6,35,36,36,36,35,37,33,35,32,30,28,28,26,24,23,23,24,24,27,30,33,34,36,41
1064979,"103,000,410,110,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,뚝섬로,서울특별시 성동구,0.632,4,30,31,31,30,29,30,26,25,19,22,21,19,20,20,19,19,20,21,20,23,24,22,23,27
1064980,"10,300,050,011,030,000,000",특별광역시도,뚝섬로,서울특별시 성동구,0.366,4,28,28,27,26,25,26,24,25,23,20,21,21,21,18,18,17,16,20,17,22,24,23,23,26
1064981,"103,001,050,010,300,000,000,000,000,000",특별광역시도,성수일로,서울특별시 성동구,0.532,4,24,26,25,26,23,24,23,21,20,19,19,19,19,18,19,18,19,20,19,21,21,21,22,23
1064982,"103,001,060,010,300,000,000,000,000,000",특별광역시도,성수일로,서울특별시 성동구,0.532,4,23,24,25,24,21,23,23,22,20,19,18,18,19,18,18,17,17,18,16,19,20,20,21,23
1064983,"1,030,007,102,103,000,000,000,000,000,000,000,000,000",특별광역시도,성수일로,서울특별시 성동구,0.66,2,22,27,27,27,21,28,20,18,16,16,16,16,16,15,14,14,15,15,15,17,18,19,18,21
1064984,"1,030,007,201,103,000,000,000,000,000,000,000,000,000",특별광역시도,성수일로,서울특별시 성동구,0.66,2,23,27,27,28,21,28,21,21,18,18,18,18,18,17,17,17,17,17,17,19,19,20,21,21
1064985,"103,000,690,310,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,독서당로,서울특별시 성동구,1.643,4,34,34,35,36,34,34,32,29,25,22,26,27,27,26,24,23,21,21,25,27,28,29,30,32
1064986,"10,200,082,041,020,000,000",특별광역시도,독서당로,서울특별시 용산구,0.049,6,24,25,26,26,25,26,22,19,18,17,17,17,16,17,17,16,17,16,15,16,17,18,19,21
1064987,"102,001,240,210,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,독서당로,서울특별시 용산구,1.643,4,33,35,36,36,33,35,32,30,29,28,28,28,27,28,27,26,25,24,24,24,28,29,29,31
1064988,1020008204,특별광역시도,독서당로,서울특별시 용산구,0.046,6,14,13,14,14,15,14,18,20,21,20,20,19,19,19,19,18,18,19,19,18,17,17,16,15
1064989,"10,200,081,051,020,000,000",특별광역시도,독서당로,서울특별시 용산구,0.049,6,36,36,36,37,36,37,35,36,35,34,33,32,31,31,30,29,27,30,31,31,31,31,31,33
1064990,1020008101,특별광역시도,독서당로11길,서울특별시 용산구,0.051,4,36,36,37,37,36,37,35,35,34,33,33,33,32,31,30,28,24,27,30,31,31,31,32,34
1064991,"1,020,008,201,102,000,000,000,000,000,000,000,000,000",특별광역시도,독서당로,서울특별시 용산구,0.136,4,36,36,36,37,34,36,32,27,25,23,24,26,27,26,26,27,28,28,27,28,30,30,32,34
1064992,"10,200,116,011,020,000,000",특별광역시도,서빙고로,서울특별시 용산구,0.229,4,72,72,73,74,70,72,68,66,65,63,62,62,62,61,60,59,54,47,33,40,60,61,63,68
1064993,"102,003,600,010,200,000,000,000,000,000",특별광역시도,독서당로11길,서울특별시 용산구,0.27,3,32,32,33,34,32,33,30,30,30,29,28,27,27,26,25,23,20,22,25,26,26,27,27,29
1064994,"102,000,820,510,200,000,000,000,000,000",특별광역시도,독서당로,서울특별시 용산구,0.362,3,39,41,42,42,34,40,30,26,19,16,17,17,19,19,18,20,24,22,17,22,30,30,33,37
1064995,"1,020,008,101,102,000,000,000,000,000,000,000,000,000",특별광역시도,독서당로,서울특별시 용산구,0.136,4,30,31,31,32,30,31,31,28,27,27,29,28,28,28,27,24,20,23,26,27,27,27,28,29
1064996,1020033600,특별광역시도,독서당로11길,서울특별시 용산구,0.051,4,17,17,19,23,17,19,19,21,19,17,16,16,16,17,17,18,18,19,19,21,21,21,19,20
1064997,1020008106,특별광역시도,독서당로,서울특별시 용산구,0.046,6,33,33,33,34,34,34,33,34,34,33,32,31,31,30,30,30,29,30,30,30,30,30,30,31
1064998,1020010002,특별광역시도,대사관로,서울특별시 용산구,0.051,1,22,22,22,23,24,24,22,19,18,17,15,17,17,16,17,19,20,19,17,16,17,17,18,20
1064999,1020009902,특별광역시도,독서당로,서울특별시 용산구,0.031,1,21,22,23,21,21,23,20,21,19,19,19,17,17,17,17,16,16,16,17,17,17,17,18,19
1065000,"10,200,100,021,020,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,대사관로,서울특별시 용산구,0.79,2,25,23,23,25,28,24,26,21,19,18,17,17,15,15,17,17,20,20,20,19,20,20,21,23
1065001,"10,200,099,041,020,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,대사관로,서울특별시 용산구,0.79,2,28,28,28,29,30,28,30,28,23,22,19,21,20,20,20,19,21,21,22,23,23,22,25,26
1065002,"1,020,013,601,102,000,000,000,000,000,000,000,000,000",특별광역시도,이태원로,서울특별시 용산구,0.649,4,33,34,34,35,34,36,31,30,30,29,28,27,25,25,25,24,25,27,26,27,28,29,29,32
1065003,"10,200,111,021,020,000,000",특별광역시도,이태원로,서울특별시 용산구,0.294,4,25,24,24,24,24,25,24,26,25,22,21,21,18,16,16,14,13,16,19,21,21,21,23,25
1065004,"10,200,095,001,020,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,보광로,서울특별시 용산구,0.537,2,28,28,30,30,29,30,27,26,24,24,23,22,22,22,22,22,22,22,21,21,22,23,23,24
1065005,1020011201,특별광역시도,이태원로,서울특별시 용산구,0.148,4,30,29,28,29,31,33,30,30,29,23,22,23,21,22,21,21,22,25,23,24,28,29,29,30
1065006,"102,001,070,110,200,000,000,000,000,000",특별광역시도,이태원로,서울특별시 용산구,0.514,4,32,31,31,32,35,33,34,33,31,30,28,26,26,25,22,20,18,15,15,20,26,28,29,32
1065007,"10,100,106,011,010,000,000",특별광역시도,마른내로,서울특별시 중구,0.36,2,24,25,28,25,28,23,24,19,18,17,17,17,17,17,18,18,18,18,17,18,19,20,24,22
1065008,1010010100,특별광역시도,마른내로,서울특별시 중구,0.366,2,24,24,23,27,20,23,22,19,18,15,17,15,15,15,15,16,17,18,17,20,22,25,21,26
1065009,"10,100,105,011,010,000,000",특별광역시도,마른내로,서울특별시 중구,0.36,2,24,26,30,30,24,23,26,27,23,19,24,20,21,20,21,23,22,24,23,21,22,23,23,23
1065010,1010038700,특별광역시도,마른내로,서울특별시 중구,0.077,1,23,25,25,26,24,26,23,21,20,19,19,19,18,17,18,18,18,19,18,15,18,19,21,20
1065011,1010037500,특별광역시도,퇴계로,서울특별시 중구,0.063,1,22,28,19,20,22,26,16,19,17,17,16,19,16,16,17,19,18,18,20,15,17,19,16,28
1065012,"10,100,120,021,010,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,장충단로,서울특별시 중구,0.151,8,32,33,34,35,39,33,32,29,27,24,24,23,20,20,19,21,22,21,19,18,20,23,25,28
1065013,"10,000,080,031,000,000,000",특별광역시도,사직로,서울특별시 종로구,0.219,2,47,49,48,48,45,48,43,40,34,37,37,36,37,38,38,39,41,41,42,41,41,42,43,45
1065014,"1,120,022,300,112,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,경기대로,서울특별시 서대문구,1.621,2,23,26,25,24,25,25,24,22,20,21,22,21,22,21,21,20,21,21,21,21,23,23,23,24
1065015,"1,120,016,501,112,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",특별광역시도,경기대로,서울특별시 서대문구,1.621,2,25,25,23,24,25,25,23,21,18,20,21,21,21,22,20,19,19,19,18,20,22,22,22,23
1065017,1020012200,특별광역시도,새창로,서울특별시 용산구,0.267,4,19,19,20,20,19,18,17,19,20,18,16,14,14,14,15,15,14,14,11,12,13,14,15,15
